"SUID","AverageShortestPathLength","BetweennessCentrality","Chromosome Name","chromosome_name","ClosenessCentrality","ClusteringCoefficient","Drug(s)","Eccentricity","Entrez Gene Name","Exp False Discovery Rate (q-value)","Exp Log Ratio","Exp p-value","ID","IsSingleNode","Location","name","NeighborhoodConnectivity","Node Degree","NombreCromosoma","Notes","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","Symbol","TopologicalCoefficient","Type(s)"
"20506","6.33444102","0.00319787","8",,"0.15786713","0.0","","16","t-SNARE domain containing 1","1.0","0.133","1.0","203062","false","Other","TSNARE1","3.5","8","8","","8","0","0","0.75752541","true","0","TSNARE1","773562","","0.125","other"
"20507","4.8122478","0.03093693","21",,"0.2078031","0.13296865","","14","zinc finger and BTB domain containing 21","0.454","-0.548","0.14","49854","false","Nucleus","ZBTB21","21.14285714","98","21","","98","0","0","0.82671601","true","0","ZBTB21","9096760","","0.0491457","other"
"20508","6.15048659","5.1252E-4","7",,"0.16258876","0.33333333","","15","coiled-coil domain containing 126","1.0","-0.115","1.0","90693","false","Other","CCDC126","9.25","4","7","","4","0","0","0.76588697","true","0","CCDC126","94934","","0.28125","other"
"20509","5.23380014","0.00307651","1",,"0.19106576","0.26236559","","15","prolyl-tRNA synthetase 2, mitochondrial (putative)","1.0","0.264","1.0","25973","false","Cytoplasm","PARS2","27.5483871","2","1","","31","0","0","0.80755454","true","0","PARS2","1037084","","0.10153553","enzyme"
"20510","5.44220271","7.006E-5","X",,"0.18374913","0.57142857","","15","phosphatidylinositol glycan anchor biosynthesis, class A","1.0","0.1","1.0","5277","false","Cytoplasm","PIGA","41.28571429","7","X","","7","0","0","0.7980817","true","0","PIGA","29058","","0.26296633","enzyme"
"20511","5.48896273","0.01928014","18",,"0.18218378","0.10526316","","14","ring finger protein 138, E3 ubiquitin protein ligase","1.0","0.162","1.0","51444","false","Nucleus","RNF138","8.63157895","4","18","","19","0","0","0.79595624","true","0","RNF138","4675514","","0.08735757","other"
"20512","6.04604795","8.0284E-4","2",,"0.1653973","0.0","","15","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2","1.0","-0.069","1.0","10678","false","Cytoplasm","B3GNT2","10.4","5","2","","5","0","0","0.77063418","true","0","B3GNT2","161718","","0.21860465","enzyme"
"20513","4.90624258","0.01518235","1",,"0.20382196","0.16531165","","15","polo-like kinase 3","1.33E-11","-0.72","1.99E-12","1263","false","Nucleus","PLK3","23.7804878","82","1","","82","0","0","0.82244352","true","0","PLK3","4886718","","0.05735242","kinase"
"20514","5.36411108","0.00187004","3",,"0.18642418","0.24210526","","15","zinc finger protein 621","1.0","-0.095","1.0","285268","false","Nucleus","ZNF621","26.85","20","3","","20","0","0","0.80163131","true","0","ZNF621","426236","","0.13560606","other"
"20515","5.10633753","0.00590083","17","17","0.19583508","0.18577075","","15","abhydrolase domain containing 15","1.0","-0.51","0.4","116236","false","Extracellular Space","ABHD15","16.26086957","2","17","","23","0","0","0.81334829","true","0","ABHD15","1287840","","0.10274162","other"
"20516","5.90007121","8.36E-6","5","5","0.16948948","0.7","","16","annexin A6","1.0","-0.455","0.847","309","false","Plasma Membrane","ANXA6","20.0","5","5","","5","0","0","0.77726949","true","0","ANXA6","2776","","0.36363636","ion channel"
"20517","5.66603371","5.991E-4","7","7","0.1764903","0.33333333","","15","transmembrane protein 120A","1.0","-0.439","0.972","83862","false","Other","TMEM120A","13.16666667","6","7","","6","0","0","0.78790756","true","0","TMEM120A","117940","","0.23214286","other"
"20518","6.01993829","1.9135E-4","22",,"0.16611466","0.2","","16","phosphomannomutase 1","1.0","-0.317","1.0","5372","false","Cytoplasm","PMM1","9.5","6","22","","6","0","0","0.77182099","true","0","PMM1","51534","","0.22357724","enzyme"
"20519","5.18870164","0.00898421","17",,"0.19272644","0.17333333","","15","pyruvate dehydrogenase kinase, isozyme 2","6.97E-7","-0.819","1.29E-7","5164","false","Cytoplasm","PDK2","16.56","3","17","","25","0","0","0.80960447","true","0","PDK2","1850524","","0.0888172","kinase"
"20520","4.64823166","0.01846624","9","9","0.21513558","0.17272727","","14","hydroxysteroid dehydrogenase like 2","0.0717","-0.607","0.0196","84263","false","Cytoplasm","HSDL2","22.82222222","45","9","","45","0","0","0.83417129","true","0","HSDL2","4820632","","0.06507937","transporter"
"20521","6.10610017","0.0","3","3","0.16377065","0.0","","16","5-azacytidine induced 2","1.0","-0.198","1.0","64343","false","Cytoplasm","AZI2","23.0","1","3","","1","0","0","0.76790454","true","0","AZI2","0","","0.0","other"
"20522","5.4229765","0.00208403","3","3","0.18440058","0.32142857","","15","glucan (1,4-alpha-), branching enzyme 1","1.74E-4","-0.678","3.75E-5","2632","false","Cytoplasm","GBE1","20.875","8","3","","8","0","0","0.79895561","true","0","GBE1","397956","","0.19951923","enzyme"
"20523","5.26513174","0.0043182","17","17","0.18992877","0.17582418","","15","ATP synthase, H+ transporting, mitochondrial Fo complex, subunit d","1.0","0.248","1.0","10476","false","Cytoplasm","ATP5H","13.85714286","12","17","","14","0","0","0.80613038","true","0","ATP5H","649278","","0.1118267","enzyme"
"20524","5.4139568","6.7687E-4","2","2","0.18470779","0.47058824","","15","BCL2-related ovarian killer","6.69E-20","-1.09","7.46E-21","666","false","Cytoplasm","BOK","21.72222222","18","2","","18","0","0","0.7993656","true","0","BOK","214456","","0.18207283","other"
"20525","4.78732495","0.01042849","2","2","0.20888492","0.37549407","","14","protein kinase domain containing, cytoplasmic","1.0E-49","-1.686","5.32E-51","91461","false","Cytoplasm","PKDCC","27.13043478","23","2","","23","0","0","0.82784887","true","0","PKDCC","3066200","","0.11286232","kinase"
"20526","5.30904344","5.0327E-4","7","7","0.18835785","0.42857143","","15","MLX interacting protein-like","5.68E-121","-2.138","8.73E-123","51085","false","Nucleus","MLXIPL","20.77272727","22","7","","22","0","0","0.80413439","true","0","MLXIPL","197368","","0.16486291","transcription regulator"
"20527","5.45739378","0.00894265","X","0","0.18323765","0.06593407","","14","SH3-domain kinase binding protein 1","1.0","-0.32","1.0","30011","false","Cytoplasm","SH3KBP1","7.35714286","14","X","","14","0","0","0.79739119","true","0","SH3KBP1","1202854","","0.09795918","other"
"20528","5.95751246","1.553E-5","16",,"0.16785529","0.66666667","","15","pyruvate dehyrogenase phosphatase catalytic subunit 2","1.2E-23","-0.779","1.19E-24","57546","false","Cytoplasm","PDP2","14.0","3","16","","3","0","0","0.77465852","true","0","PDP2","2064","","0.38888889","phosphatase"
"20529","5.47448374","7.212E-5","2","2","0.18266563","0.59047619","","15","peroxisomal trans-2-enoyl-CoA reductase","4.94E-4","-0.763","1.1E-4","55825","false","Cytoplasm","PECR","23.86666667","15","2","","15","0","0","0.79661438","true","0","PECR","34948","","0.20225989","enzyme"
"20530","5.66627107","7.0E-6","11","11","0.17648291","0.8","","15","phospholipase A2, group XVI","2.19E-10","-1.078","3.45E-11","11145","false","Nucleus","PLA2G16","19.8","5","11","","5","0","0","0.78789677","true","0","PLA2G16","6894","","0.40408163","enzyme"
"20531","5.1281747","0.00550113","6","6","0.19500116","0.31818182","","15","syntaxin 11","5.15E-102","-1.699","1.07E-103","8676","false","Plasma Membrane","STX11","18.75","12","6","","12","0","0","0.8123557","true","0","STX11","1146218","","0.18666667","transporter"
"20532","4.78732495","0.01220518","1",,"0.20888492","0.16934046","","14","aarF domain containing kinase 3","3.02E-18","-0.898","3.57E-19","56997","false","Cytoplasm","ADCK3","19.73529412","34","1","","34","0","0","0.82784887","true","0","ADCK3","2787904","","0.07608449","kinase"
"20533","5.3531925","0.00349359","3","3","0.18680442","0.18333333","","14","calcium/calmodulin-dependent protein kinase I","3.77E-64","-1.067","1.48E-65","8536","false","Cytoplasm","CAMK1","15.5625","16","3","","16","0","0","0.80212761","true","0","CAMK1","574968","","0.14048165","kinase"
"20534","5.3700451","0.00765341","4",,"0.18621818","0.25735294","","15","fibroblast growth factor receptor-like 1","9.05E-4","-0.714","2.06E-4","53834","false","Plasma Membrane","FGFRL1","16.82352941","17","4","","17","0","0","0.80136159","true","0","FGFRL1","1241312","","0.11364546","transmembrane receptor"
"20535","4.94018514","0.00496015","14","14","0.20242156","0.22943723","","14","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1, methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase","1.0","-0.121","1.0","4522","false","Cytoplasm","MTHFD1","23.77272727","22","14","","22","0","0","0.82090068","true","0","MTHFD1","1280340","","0.11087511","enzyme"
"20536","5.04225018","0.00418577","11","11","0.19832415","0.25375375","dyphylline, nitroglycerin, medorinone, aminophylline, cilostazol, dipyridamole, amrinone, tolbutamide, theophylline, pentoxifylline","15","phosphodiesterase 3B, cGMP-inhibited","1.23E-84","-1.67","3.33E-86","5140","false","Cytoplasm","PDE3B","18.48648649","37","11","","37","0","0","0.81626136","true","0","PDE3B","1324246","","0.09833237","enzyme"
"20537","5.3092808","0.0015558","9","9","0.18834943","0.33918129","","15","aconitase 1, soluble","2.64E-48","-1.338","1.44E-49","48","false","Cytoplasm","ACO1","21.42105263","19","9","","19","0","0","0.8041236","true","0","ACO1","414952","","0.14736842","enzyme"
"20538","5.65867553","0.00636244","19",,"0.1767198","0.125","","15","abhydrolase domain containing 17A","1.0","-0.102","1.0","81926","false","Other","ABHD17A","6.05882353","6","19","","17","0","0","0.78824202","true","0","ABHD17A","1113816","","0.09939148","enzyme"
"20539","6.54806551","0.0","19",,"0.15271686","1.0","","16","adenosine deaminase, tRNA-specific 3","1.0","0.243","1.0","113179","false","Other","ADAT3","15.0","2","19","","2","0","0","0.7478152","true","0","ADAT3","0","","0.68181818","enzyme"
"20540","6.65843817","0.0","16",,"0.15018537","0.0","","16","calpain 15","1.0","0.319","1.0","6650","false","Other","CAPN15","17.0","1","16","","1","0","0","0.74279827","true","0","CAPN15","0","","0.0","peptidase"
"20541","6.65843817","0.0","17",,"0.15018537","0.0","","16","ER membrane protein complex subunit 6","1.0","0.068","1.0","83460","false","Cytoplasm","EMC6","17.0","11","17","","1","0","0","0.74279827","true","0","EMC6","0","","0.0","other"
"20542","6.50130548","2.2789E-4","19",,"0.15381526","0.0","","15","signal peptide peptidase like 2B","1.0","-0.056","1.0","56928","false","Plasma Membrane","SPPL2B","10.0","1","19","","2","0","0","0.74994066","true","0","SPPL2B","30948","","0.5","peptidase"
"20543","6.34844529","1.5397E-4","20",,"0.15751888","0.5","","15","SCAN domain containing 1","0.181","0.56","0.0521","51282","false","Nucleus","SCAND1","10.2","1","20","","5","0","0","0.75688885","true","0","SCAND1","44764","","0.30909091","transcription regulator"
"20544","6.65843817","0.0","19",,"0.15018537","0.0","","16","casein kinase 1, gamma 2","1.0","0.056","1.0","1455","false","Cytoplasm","CSNK1G2","17.0","6","19","","1","0","0","0.74279827","true","0","CSNK1G2","0","","0.0","kinase"
"20545","6.65843817","0.0","7",,"0.15018537","0.0","","16","carbohydrate (chondroitin 4) sulfotransferase 12","1.0","-0.065","1.0","55501","false","Cytoplasm","CHST12","17.0","1","7","","1","0","0","0.74279827","true","0","CHST12","0","","0.0","enzyme"
"20546","5.41538096","0.00343958","19",,"0.18465922","0.26373626","","14","transmembrane emp24 protein transport domain containing 1","1.0","0.103","1.0","11018","false","Extracellular Space","TMED1","19.35714286","1","19","","14","0","0","0.79930087","true","0","TMED1","790808","","0.15306122","transporter"
"20547","5.46190363","0.00940958","20",,"0.18308635","0.10989011","","14","pancreatic progenitor cell differentiation and proliferation factor","1.0","0.511","0.375","79144","false","Other","PPDPF","12.71428571","1","20","","14","0","0","0.7971862","true","0","PPDPF","1806840","","0.11481976","other"
"20548","6.17635889","5.1886E-4","16",,"0.16190769","0.33333333","","15","ATPase, H+ transporting, lysosomal 16kDa, V0 subunit c","1.0","0.449","0.977","527","false","Cytoplasm","ATP6V0C","8.75","1","16","","4","0","0","0.76471096","true","0","ATP6V0C","90654","","0.31481481","transporter"
"20549","5.21504866","0.02281713","19",,"0.19175277","0.17777778","","14","cytohesin 2","1.0","0.122","1.0","9266","false","Cytoplasm","CYTH2","22.1","10","19","","10","0","0","0.80840688","true","0","CYTH2","6271872","","0.14407895","other"
"20550","6.54569191","9.5008E-4","11",,"0.15277224","0.33333333","","16","coiled-coil domain containing 85B","1.0","-0.014","1.0","11007","false","Cytoplasm","CCDC85B","7.0","1","11","","7","0","0","0.7479231","true","0","CCDC85B","274518","","0.26857143","other"
"20551","5.39544268","0.00709232","11",,"0.1853416","0.10606061","","14","cytochrome c oxidase subunit VIIIA (ubiquitous)","1.0","0.385","1.0","1351","false","Cytoplasm","COX8A","15.08333333","2","11","","12","0","0","0.80020715","true","0","COX8A","1398960","","0.10714286","enzyme"
"20552","6.54735343","0.0","19",,"0.15273347","1.0","","16","single stranded DNA binding protein 4","1.0","0.049","1.0","170463","false","Nucleus","SSBP4","12.33333333","3","19","","3","0","0","0.74784757","true","0","SSBP4","0","","0.51388889","transcription regulator"
"20553","6.10443864","2.4853E-4","5",,"0.16381523","0.5","","14","leukotriene C4 synthase","1.71E-5","-0.796","3.46E-6","4056","false","Cytoplasm","LTC4S","15.75","4","5","","4","0","0","0.76798006","true","0","LTC4S","76328","","0.33695652","enzyme"
"20554","6.42487539","0.00151964","19",,"0.15564504","0.22222222","","15","tubulin polyglutamylase complex subunit 1","1.0","0.055","1.0","91978","false","Cytoplasm","TPGS1","5.88888889","7","19","","9","0","0","0.75341476","true","0","TPGS1","276008","","0.20576132","other"
"20555","5.95418941","0.00241662","22",,"0.16794897","0.19230769","","15","macrophage migration inhibitory factor (glycosylation-inhibiting factor)","1.95E-14","0.815","2.61E-15","4282","false","Extracellular Space","MIF","10.30769231","3","22","","13","0","0","0.77480957","true","0","MIF","730532","","0.12788462","cytokine"
"20556","1.0","0.0","15",,"1.0","0.0","","1","abhydrolase domain containing 17C","3.92E-27","1.333","3.46E-28","58489","false","Other","ABHD17C","1.0","1","15","","1","0","0","1.0","true","0","ABHD17C","0","","0.0","enzyme"
"20557","1.0","0.0","2",,"1.0","0.0","","1","heat shock 60kDa protein 1 (chaperonin)","0.0121","0.638","0.00303","3329","false","Cytoplasm","HSPD1","1.0","1","2","","1","0","0","1.0","true","0","HSPD1","0","","0.0","enzyme"
"20558","8.13933064","0.00142383","18",,"0.12286023","0.0","","18","abhydrolase domain containing 3","0.0615","0.655","0.0167","171586","false","Other","ABHD3","1.25","4","18","","4","0","0","0.67548497","true","0","ABHD3","264162","","0.25","enzyme"
"20559","7.14099217","0.00189753","14",,"0.14003656","0.0","","17","phosphoenolpyruvate carboxykinase 2 (mitochondrial)","1.0","0.437","0.89","5106","false","Cytoplasm","PCK2","4.5","2","14","","2","0","0","0.72086399","true","0","PCK2","352200","","0.5","kinase"
"20560","9.13909328","0.0","17",,"0.10942005","0.0","","19","dicarbonyl/L-xylulose reductase","1.0","0.149","1.0","51181","false","Cytoplasm","DCXR","4.0","8","17","","1","0","0","0.63004121","true","0","DCXR","0","","0.0","enzyme"
"20561","9.13909328","0.0","10",,"0.10942005","0.0","","19","sphingosine-1-phosphate lyase 1","2.14E-7","0.771","3.87E-8","8879","false","Cytoplasm","SGPL1","4.0","1","10","","1","0","0","0.63004121","true","0","SGPL1","0","","0.0","enzyme"
"20562","9.13909328","0.0","1",,"0.10942005","0.0","","19","sterol carrier protein 2","1.0","-0.103","1.0","6342","false","Cytoplasm","SCP2","4.0","1","1","","1","0","0","0.63004121","true","0","SCP2","0","","0.0","transporter"
"20563","5.46142891","9.4922E-4","10",,"0.18310226","0.5","","14","abl-interactor 1","1.0","0.407","0.995","10006","false","Cytoplasm","ABI1","42.0","6","10","","4","0","0","0.79720778","true","0","ABI1","210352","","0.42171717","other"
"20564","6.46071683","4.7472E-4","14","14","0.15478159","0.0","","15","pellino E3 ubiquitin protein ligase family member 2","3.09E-24","-1.246","2.99E-25","57161","false","Cytoplasm","PELI2","2.5","2","14","","2","0","0","0.7517856","true","0","PELI2","105178","","0.5","other"
"20565","4.67813909","0.01533242","8","8","0.21376021","0.25877551","","13","grainyhead-like 2 (Drosophila)","1.74E-108","1.748","3.24E-110","79977","false","Nucleus","GRHL2","24.72","50","8","","50","0","0","0.83281186","true","0","GRHL2","3793422","","0.08172185","transcription regulator"
"20566","4.7232376","0.01138639","19","19","0.21171918","0.24646465","","13","adaptor-related protein complex 1, mu 2 subunit","2.29E-75","1.763","7.31E-77","10053","false","Cytoplasm","AP1M2","22.10909091","55","19","","55","0","0","0.83076193","true","0","AP1M2","2850414","","0.08392672","transporter"
"20567","9.84168051","9.4933E-4","17",,"0.10160866","0.0","","20","ABI family, member 3","1.0","-0.1","1.0","51225","false","Plasma Membrane","ABI3","1.66666667","3","17","","3","0","0","0.59810543","true","0","ABI3","270914","","0.33333333","other"
"20568","10.84144315","0.0","11",,"0.09223864","0.0","","21","CD44 molecule (Indian blood group)","1.0","0.155","1.0","960","false","Plasma Membrane","CD44","3.0","1","11","","1","0","0","0.55266167","true","0","CD44","0","","0.0","enzyme"
