"SUID","AverageShortestPathLength","BetweennessCentrality","Chromosome Name","chromosome_name","ClosenessCentrality","ClusteringCoefficient","Column 1","Column 3","Drug(s)","Eccentricity","Entrez Gene Name","Exp False Discovery Rate (q-value)","Exp Log Ratio","Exp p-value","ID","IsSingleNode","Location","name","NeighborhoodConnectivity","Node Degree","NombreCromosoma","Notes","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","Symbol","TF","TopologicalCoefficient","Type(s)"
"23441","6.65179207","0.00285589","13",,"0.15033543","0.16666667","","","","15","excision repair cross-complementation group 5","1.0","-0.317","1.0","2073","false","Nucleus","ERCC5","5.5","14","13","","4","0","0","0.74310036","true","0","ERCC5","472992","",,"0.27777778","enzyme"
"21469","1.96296296","0.0","13",,"0.50943396","1.0","","","","3","arginine and glutamate rich 1","1.13E-13","-0.839","1.56E-14","55082","false","Other","ARGLU1","17.5","4","13","","4","0","0","0.67901235","true","0","ARGLU1","0","",,"0.72916667","other"
"37515","1.33333333","0.07371777","13",,"0.75","0.54901961","","","","2","tubulin, gamma complex associated protein 3","1.0","-0.056","1.0","10426","false","Cytoplasm","TUBGCP3","12.27777778","18","13","","18","0","0","0.88888889","true","0","TUBGCP3","236","",,"0.45473251","other"
"37516","1.40740741","0.07035672","13",,"0.71052632","0.61666667","","","","2","UBA domain containing 2","0.19","0.56","0.0549","337867","false","Cytoplasm","UBAC2","13.0625","16","13","","16","0","0","0.86419753","true","0","UBAC2","272","",,"0.4837963","enzyme"
"22572","6.91193924","0.00111178","13",,"0.1446772","0.0","","","","15","cell division cycle 16","1.0","-0.088","1.0","8881","false","Nucleus","CDC16","5.5","20","13","","2","0","0","0.73127549","true","0","CDC16","118378","",,"0.5","other"
"22473","6.81936862","0.00232631","13",,"0.14664114","0.0","","","","15","carbohydrate kinase domain containing","1.0","-0.031","1.0","55739","false","Cytoplasm","CARKD","3.25","14","13","","4","0","0","0.73548324","true","0","CARKD","359460","",,"0.25","enzyme"
"23749","6.43555661","0.0","13",,"0.15538671","0.0","","","","14","ligase IV, DNA, ATP-dependent","1.0","-0.27","1.0","3981","false","Nucleus","LIG4","9.0","1","13","","1","0","0","0.75292924","true","0","LIG4","0","",,"0.0","enzyme"
"37517","1.33333333","0.11112602","13","13","0.75","0.54248366","","","","2","Rho guanine nucleotide exchange factor (GEF) 7","1.0","-0.207","1.0","8874","false","Cytoplasm","ARHGEF7","12.16666667","18","13","","18","0","0","0.88888889","true","0","ARHGEF7","272","","1","0.46581197","other"
"20515","5.10633753","0.00590083","17","17","0.19583508","0.18577075","","","","15","abhydrolase domain containing 15","1.0","-0.51","0.4","116236","false","Extracellular Space","ABHD15","16.26086957","2","17","","23","0","0","0.81334829","true","0","ABHD15","1287840","",,"0.10274162","other"
"23443","7.7165915","4.7472E-4","17",,"0.1295909","0.0","","","","17","G protein-coupled receptor kinase interacting ArfGAP 1","1.0","0.024","1.0","28964","false","Nucleus","GIT1","3.0","15","17","","2","0","0","0.69470039","true","0","GIT1","64620","",,"0.5","kinase"
"37518","3.02272727","0.01344969","17",,"0.33082707","0.57142857","","","","8","tumor protein p53 inducible protein 13","1.0","0.032","1.0","90313","false","Other","TP53I13","14.57142857","7","17","","7","0","0","0.79772727","true","0","TP53I13","194","",,"0.56043956","other"
"20538","5.65867553","0.00636244","19",,"0.1767198","0.125","","","","15","abhydrolase domain containing 17A","1.0","-0.102","1.0","81926","false","Other","ABHD17A","6.05882353","6","19","","17","0","0","0.78824202","true","0","ABHD17A","1113816","",,"0.09939148","enzyme"
"21369","5.25492523","0.00307646","19",,"0.19029766","0.2","","","","13","NADH dehydrogenase (ubiquinone) Fe-S protein 7, 20kDa (NADH-coenzyme Q reductase)","1.0","-0.105","1.0","374291","false","Cytoplasm","NDUFS7","13.4","3","19","","10","0","0","0.80659431","true","0","NDUFS7","596738","",,"0.1494382","enzyme"
"37519","3.02222222","0.0393266","19",,"0.33088235","0.5","","","","6","ring finger protein 126","1.0","-0.088","1.0","55658","false","Other","RNF126","5.4","5","19","","5","0","0","0.77530864","true","0","RNF126","200","",,"0.36","other"
"24714","6.60194636","0.00142349","19",,"0.15147048","0.33333333","","","","15","transmembrane protein 259","1.0","-0.097","1.0","91304","false","Other","TMEM259","5.33333333","7","19","","3","0","0","0.74536607","true","0","TMEM259","250272","",,"0.38461538","other"
"20554","6.42487539","0.00151964","19",,"0.15564504","0.22222222","","","","15","tubulin polyglutamylase complex subunit 1","1.0","0.055","1.0","91978","false","Cytoplasm","TPGS1","5.88888889","7","19","","9","0","0","0.75341476","true","0","TPGS1","276008","",,"0.20576132","other"
"20539","6.54806551","0.0","19",,"0.15271686","1.0","","","","16","adenosine deaminase, tRNA-specific 3","1.0","0.243","1.0","113179","false","Other","ADAT3","15.0","2","19","","2","0","0","0.7478152","true","0","ADAT3","0","",,"0.68181818","enzyme"
"20544","6.65843817","0.0","19",,"0.15018537","0.0","","","","16","casein kinase 1, gamma 2","1.0","0.056","1.0","1455","false","Cytoplasm","CSNK1G2","17.0","6","19","","1","0","0","0.74279827","true","0","CSNK1G2","0","",,"0.0","kinase"
"37520","1.0","0.0","9",,"1.0","0.0","","","","1","abhydrolase domain containing 17B","1.0","-0.044","1.0","51104","false","Other","ABHD17B","1.0","1","9","","1","0","0","1.0","true","0","ABHD17B","0","",,"0.0","peptidase"
"37521","1.0","0.0","9",,"1.0","0.0","","","","1","chromosome 9 open reading frame 85","1.0","-0.096","1.0","138241","false","Other","C9orf85","1.0","1","9","","1","0","0","1.0","true","0","C9orf85","0","",,"0.0","other"
"37522","1.0","0.0","3",,"1.0","0.0","","","","1","abhydrolase domain containing 5","1.0","-0.488","0.61","51099","false","Cytoplasm","ABHD5","1.0","1","3","","1","0","0","1.0","true","0","ABHD5","0","",,"0.0","enzyme"
"37523","1.0","0.0","3",,"1.0","0.0","","","","1","anoctamin 10","1.0","0.32","1.0","55129","false","Plasma Membrane","ANO10","1.0","1","3","","1","0","0","1.0","true","0","ANO10","0","",,"0.0","ion channel"
"37524","1.54285714","0.54433919","10",,"0.64814815","0.34558824","","","","3","signal transducing adaptor molecule (SH3 domain and ITAM motif) 1","1.0","0.509","0.402","8027","false","Cytoplasm","STAM","9.52941176","17","10","","17","0","0","0.89142857","true","0","STAM","2406","",,"0.29411765","other"
"20563","5.46142891","9.4922E-4","10",,"0.18310226","0.5","","","","14","abl-interactor 1","1.0","0.407","0.995","10006","false","Cytoplasm","ABI1","42.0","6","10","","4","0","0","0.79720778","true","0","ABI1","210352","",,"0.42171717","other"
"37525","2.11428571","0.05322129","10",,"0.47297297","0.6","","","","3","mitochondrial poly(A) polymerase","1.0","0.285","1.0","55149","false","Cytoplasm","MTPAP","8.16666667","6","10","","6","0","0","0.77714286","true","0","MTPAP","320","",,"0.32666667","enzyme"
"20647","8.47068597","0.0","10",,"0.11805419","0.0","","","","19","acyl-CoA binding domain containing 5","1.0","0.252","1.0","91452","false","Nucleus","ACBD5","3.0","5","10","","1","0","0","0.66042336","true","0","ACBD5","0","",,"0.0","other"
"37526","2.94285714","0.0","10",,"0.33980583","1.0","","","","4","prenyl (decaprenyl) diphosphate synthase, subunit 1","0.814","0.524","0.263","23590","false","Cytoplasm","PDSS1","8.0","2","10","","2","0","0","0.61142857","true","0","PDSS1","0","",,"0.8","enzyme"
"25737","6.05981486","0.0","10",,"0.16502154","0.0","","","","14","WW domain containing adaptor with coiled-coil","1.0","-0.042","1.0","51322","false","Nucleus","WAC","17.0","9","10","","1","0","0","0.77000842","true","0","WAC","0","",,"0.0","other"
"37527","2.0","0.17226891","10",,"0.5","0.35555556","","","","3","YME1-like 1 ATPase","1.0","0.501","0.491","10730","false","Cytoplasm","YME1L1","5.8","10","10","","10","0","0","0.8","true","0","YME1L1","764","",,"0.232","peptidase"
"37528","3.87234043","0.10237434","9",,"0.25824176","0.1","","","","7","nucleoporin 214kDa","1.0","0.208","1.0","8021","false","Nucleus","NUP214","2.4","5","9","","5","0","0","0.64095745","true","0","NUP214","358","",,"0.25714286","transporter"
"20571","6.44244007","0.00227923","9",,"0.15522069","0.13333333","","","nilotinib, saracatinib, regorafenib, ponatinib, cyclophosphamide/daunorubicin/imatinib/prednisone/vincristine, imatinib/nilotinib/pegintron, bosutinib, imatinib, temozolomide","13","ABL proto-oncogene 1, non-receptor tyrosine kinase","1.0","0.111","1.0","25","false","Nucleus","ABL1","12.83333333","1","9","","6","0","0","0.75261636","true","0","ABL1","338096","",,"0.2327044","kinase"
"37529","2.9375","0.0","CHR_HSCHR17_2_CTG2",,"0.34042553","1.0","","","","6","active BCR-related","1.0","-0.05","1.0","29","false","Cytoplasm","ABR","34.33333333","3","17","","3","0","0","0.7578125","true","0","ABR","0","",,"0.76296296","other"
"24200","8.02943271","0.0","17",,"0.1245418","0.0","","","","17","glyoxalase domain containing 4","1.0","-0.085","1.0","51031","false","Cytoplasm","GLOD4","3.0","34","17","","1","0","0","0.68048033","true","0","GLOD4","0","",,"0.0","enzyme"
"37530","1.984375","0.18385319","17",,"0.50393701","0.45993031","","","","5","replication protein A1, 70kDa","1.0","-0.031","1.0","6117","false","Nucleus","RPA1","25.97619048","42","17","","42","0","0","0.87695313","true","0","RPA1","20742","",,"0.25219602","other"
"37531","2.5","0.00333633","17",,"0.4","0.69230769","","","","6","RNA methyltransferase like 1","1.0","-0.074","1.0","55178","false","Cytoplasm","RNMTL1","28.37037037","27","17","","27","0","0","0.8125","true","0","RNMTL1","764","",,"0.39403292","enzyme"
"37532","3.86666667","0.23636364","6",,"0.25862069","0.0","","","","7","activator of basal transcription 1","1.0","0.177","1.0","29777","false","Nucleus","ABT1","2.0","2","6","","2","0","0","0.76111111","true","0","ABT1","768","",,"0.5","transcription regulator"
"37533","4.62222222","0.2020202","6",,"0.21634615","0.0","","","","8","zinc finger protein 322","1.0","0.255","1.0","79692","false","Cytoplasm","ZNF322","2.0","2","6","","2","0","0","0.69814815","true","0","ZNF322","650","",,"0.5","other"
"37534","3.15555556","0.26868687","6","6","0.31690141","0.0","","","","6","tripartite motif containing 27","1.0","0.308","1.0","5987","false","Nucleus","TRIM27","5.5","2","6","","2","0","0","0.82037037","true","0","TRIM27","882","",,"0.5","transcription regulator"
"37535","5.34375","0.0","3",,"0.1871345","0.0","","","","10","acyl-CoA dehydrogenase family, member 11","4.61E-15","-0.837","6.05E-16","84129","false","Cytoplasm","ACAD11","3.0","1","3","","1","0","0","0.60511364","true","0","ACAD11","0","",,"0.0","enzyme"
"37536","4.375","0.0625","3",,"0.22857143","0.33333333","","","","9","ubiquitin-like modifier activating enzyme 5","1.0","0.202","1.0","79876","false","Cytoplasm","UBA5","3.66666667","3","3","","3","0","0","0.69318182","true","0","UBA5","72","",,"0.55555556","enzyme"
"37537","3.80769231","0.0","11",,"0.26262626","1.0","","","","8","acyl-CoA dehydrogenase family, member 8","1.0","-0.496","0.532","27034","false","Cytoplasm","ACAD8","8.25","4","11","","4","0","0","0.68803419","true","0","ACAD8","0","",,"0.58928571","enzyme"
"37538","2.90384615","0.06424503","11","11","0.34437086","0.33333333","","","","7","nuclear factor related to kappaB binding protein","1.0","-0.313","1.0","4798","false","Nucleus","NFRKB","10.46153846","13","11","","13","0","0","0.78846154","true","0","NFRKB","4366","",,"0.23776224","transcription regulator"
"37539","3.77884615","5.8895E-4","11",,"0.26463104","0.66666667","","","","8","non-SMC condensin II complex, subunit D3","0.671","0.539","0.213","23310","false","Nucleus","NCAPD3","6.42857143","7","11","","7","0","0","0.69123932","true","0","NCAPD3","26","",,"0.45918367","other"
"25728","6.75504391","0.0","11",,"0.14803753","0.0","","","","17","VPS26 retromer complex component B","1.0","-0.066","1.0","112936","false","Cytoplasm","VPS26B","7.0","8","11","","1","0","0","0.73840709","true","0","VPS26B","0","",,"0.0","transporter"
"21810","6.40517446","6.655E-5","11",,"0.15612377","0.0","","","","16","thymocyte nuclear protein 1","1.0","-0.482","0.713","29087","false","Nucleus","THYN1","5.5","5","11","","2","0","0","0.75431025","true","0","THYN1","8870","",,"0.5","other"
"37540","5.84375","0.12096774","3",,"0.17112299","0.0","","","","9","acyl-CoA dehydrogenase family, member 9","1.0","-0.032","1.0","28976","false","Cytoplasm","ACAD9","2.0","2","3","","2","0","0","0.55965909","true","0","ACAD9","120","",,"0.5","enzyme"
"37541","5.0","0.17540323","3",,"0.2","0.0","","","","8","ISY1 splicing factor homolog","1.0","0.025","1.0","57461","false","Nucleus","ISY1","2.5","2","3","","2","0","0","0.63636364","true","0","ISY1","174","",,"0.5","other"
"37542","6.75","0.0625","3",,"0.14814815","0.0","","","","10","RuvB-like AAA ATPase 1","4.74E-28","0.872","4.07E-29","8607","false","Nucleus","RUVBL1","1.5","2","3","","2","0","0","0.47727273","true","0","RUVBL1","62","","1","0.5","transcription regulator"
"37543","3.109375","0.0","17",,"0.32160804","0.0","","","","7","acyl-CoA dehydrogenase, very long chain","0.0415","-0.565","0.011","37","false","Cytoplasm","ACADVL","52.0","1","17","","1","0","0","0.73632813","true","0","ACADVL","0","",,"0.0","enzyme"
"22379","2.1171875","0.12224991","17",,"0.47232472","0.28582202","","","","6","neuralized E3 ubiquitin protein ligase 4","1.0","-0.274","1.0","84461","false","Other","NEURL4","20.63461538","52","17","","52","0","0","0.86035156","true","0","NEURL4","16410","",,"0.23382867","other"
"37544","2.82051282","0.01164717","3",,"0.35454545","0.6","","","","5","forty-two-three domain containing 1","1.0","0.178","1.0","84248","false","Nucleus","FYTTD1","7.66666667","6","3","","6","0","0","0.73992674","true","0","FYTTD1","74","",,"0.47916667","other"
"20622","7.16140517","0.00147348","3",,"0.1396374","0.0","","","","16","ArfGAP with coiled-coil, ankyrin repeat and PH domains 2","1.0","0.1","1.0","23527","false","Nucleus","ACAP2","6.5","7","3","","2","0","0","0.71993613","true","0","ACAP2","299096","",,"0.5","other"
"23875","6.82435319","0.00144843","3",,"0.14653403","0.33333333","","","","16","protein phosphatase 1, regulatory (inhibitor) subunit 2","1.0","0.343","1.0","5504","false","Cytoplasm","PPP1R2","11.25","1","3","","4","0","0","0.73525667","true","0","PPP1R2","309966","",,"0.35483871","phosphatase"
"37545","2.23076923","0.26404526","3",,"0.44827586","0.33333333","","","","4","WD repeat domain 53","1.0","0.244","1.0","348793","false","Other","WDR53","6.0","12","3","","12","0","0","0.82417582","true","0","WDR53","810","",,"0.28174603","other"
"21012","6.90956563","0.00144792","3",,"0.1447269","0.29090909","","","","15","UBX domain protein 7","1.0","-0.114","1.0","26043","false","Nucleus","UBXN7","7.81818182","8","3","","11","0","0","0.73138338","true","0","UBXN7","236412","","1","0.23140496","other"
"21112","6.57180157","0.001338","3",,"0.15216528","0.1","","","","14","ribosomal protein L35a","1.0","-0.113","1.0","6165","false","Cytoplasm","RPL35A","4.4","4","3","","5","0","0","0.74673629","true","0","RPL35A","354452","",,"0.25333333","other"
"37546","2.92307692","0.01068376","",,"0.34210526","0.6","","","","5","KIAA0226","1.0","0.315","1.0","9711","false","Cytoplasm","KIAA0226","8.0","6","","","6","0","0","0.72527473","true","0","KIAA0226","60","",,"0.47058824","other"
"37547","2.71875","0.00745968","1",,"0.36781609","0.0","","","","5","ArfGAP with coiled-coil, ankyrin repeat and PH domains 3","1.0","-0.004","1.0","116983","false","Nucleus","ACAP3","8.0","2","1","","2","0","0","0.71354167","true","0","ACAP3","28","",,"0.53846154","transcription regulator"
"37548","1.8125","0.22362471","1",,"0.55172414","0.20879121","","","","4","ubiquitin-conjugating enzyme E2, J2","1.0","0.103","1.0","118424","false","Cytoplasm","UBE2J2","5.42857143","14","1","","14","0","0","0.86458333","true","0","UBE2J2","504","",,"0.22321429","enzyme"
"37549","3.09375","0.00129608","1",,"0.32323232","0.0","","","","6","pseudouridylate synthase-like 1","1.0","0.329","1.0","126789","false","Other","PUSL1","4.5","2","1","","2","0","0","0.65104167","true","0","PUSL1","4","",,"0.58333333","enzyme"
"20644","7.40541182","6.613E-5","1",,"0.13503638","0.0","","","","16","acyl-CoA binding domain containing 3","5.13E-7","0.66","9.42E-8","64746","false","Cytoplasm","ACBD3","3.0","2","1","","2","0","0","0.70884492","true","0","ACBD3","8458","",,"0.5","other"
"22246","7.82055542","4.08E-6","1",,"0.12786816","0.0","","","","17","translin-associated factor X","0.0581","0.579","0.0158","7257","false","Nucleus","TSNAX","4.5","4","1","","2","0","0","0.68997475","true","0","TSNAX","388","",,"0.5","transporter"
"23184","5.12176596","0.02092533","1",,"0.19524516","0.27272727","","","","13","SDE2 telomere maintenance homolog (S. pombe)","1.0","0.229","1.0","163859","false","Other","SDE2","24.25","2","1","","12","0","0","0.812647","true","0","SDE2","5895564","",,"0.12810284","other"
"37550","2.88571429","0.0","10",,"0.34653465","1.0","","","","4","RAB18, member RAS oncogene family","1.0","0.443","0.875","22931","false","Cytoplasm","RAB18","8.0","3","10","","3","0","0","0.62285714","true","0","RAB18","0","",,"0.72727273","enzyme"
"37551","2.88571429","0.0","10",,"0.34653465","1.0","","","","4","microtubule associated serine/threonine kinase-like","0.119","0.586","0.0335","84930","false","Cytoplasm","MASTL","8.0","3","10","","3","0","0","0.62285714","true","0","MASTL","0","",,"0.72727273","kinase"
"37552","3.44444444","0.00309048","14",,"0.29032258","0.66666667","","","","8","apoptotic chromatin condensation inducer 1","1.0","0.002","1.0","22985","false","Nucleus","ACIN1","13.0","4","14","","4","0","0","0.75555556","true","0","ACIN1","124","",,"0.54166667","enzyme"
